thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
83,0,83,down,1,0.670371400017757,None,-3,83,0,83,0,152.7621895999764,,152.7461084999959,152.7621895999764,153.7456080999691,153.7625049999915,154.42932830000063,down,1,0.670371400017757,None,-3,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
84,0,84,down,1,0.7448999000480399,None,-2,84,0,84,0,154.445360600017,,154.42995000001974,154.445360600017,155.42885119997663,155.44565159996273,156.17886459996225,down,1,0.7448999000480399,None,-2,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
85,0,85,up,1,0.63569299998926,None,0,85,0,85,0,156.19547879998572,,156.1790662999847,156.19547879998572,157.17862720001722,157.19563699996797,157.82924930000445,up,1,0.63569299998926,None,0,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
86,0,86,down,0,1.1721692000282928,None,0,86,0,86,0,157.8455504999729,,157.8296023000148,157.8455504999729,158.828774900001,158.84543280000798,160.01200990000507,down,0,1.1721692000282928,None,0,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
87,0,87,down,1,0.6698888000100851,None,-5,87,0,87,0,160.02841859997716,,160.01225319999503,160.02841859997716,161.01195279997773,161.02844389999518,161.69589400000405,down,1,0.6698888000100851,None,-5,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
88,0,88,down,1,0.8236884000361897,None,3,88,0,88,0,161.71200469997711,,161.69630299997516,161.71200469997711,162.69514909997815,162.7120455999975,163.52905199996894,down,1,0.8236884000361897,None,3,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
89,0,89,down,1,0.6355199000099674,None,-5,89,0,89,0,163.54507409996586,,163.52964799996698,163.54507409996586,164.5282810999779,164.54508219996933,165.17843089997768,down,1,0.6355199000099674,None,-5,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
90,0,90,up,0,0.7531217999639921,None,1,90,0,90,0,165.19503689999692,,165.1786372999777,165.19503689999692,166.17832070001168,166.19515059998957,166.9454905000166,up,0,0.7531217999639921,None,1,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
91,0,91,down,1,0.7316641999641433,None,-4,91,0,91,0,166.96161369996844,,166.94581449998077,166.96161369996844,167.94481459999224,167.96162379998714,168.67864749999717,down,1,0.7316641999641433,None,-4,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
92,0,92,down,0,0.7212567999958992,None,0,92,0,92,0,168.6948821999831,,168.67895229998976,168.6948821999831,169.6780437999987,169.69500790000893,170.4118531999993,down,0,0.7212567999958992,None,0,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
93,0,93,down,1,0.5608883000095375,None,-5,93,0,93,0,170.42793060000986,,170.4123093999806,170.42793060000986,171.41158089996316,171.42810969997663,171.9783446000074,down,1,0.5608883000095375,None,-5,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
94,0,94,down,1,0.5642428999999538,None,-4,94,0,94,0,171.9947662000195,,171.97873259999324,171.9947662000195,172.97794479998993,172.99473839998245,173.5452452999889,down,1,0.5642428999999538,None,-4,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
95,0,95,up,1,0.7793536999961361,None,0,95,0,95,0,173.56103340000845,,173.5457744000014,173.56103340000845,174.54467829997884,174.5613238000078,175.32821060001152,up,1,0.7793536999961361,None,0,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
96,0,96,up,1,0.7546172000002116,None,0,96,0,96,0,175.34448329999577,,175.3285079000052,175.34448329999577,176.32787079998525,176.34469290002016,177.09508150001056,up,1,0.7546172000002116,None,0,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
97,0,97,up,1,0.5869311999995261,None,0,97,0,97,0,177.11105070001213,,177.095605599985,177.11105070001213,178.0946047999896,178.11118359997636,178.69513569999253,up,1,0.5869311999995261,None,0,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
98,0,98,up,1,0.7278913999907672,None,0,98,0,98,0,178.7110197999864,,178.69555599999148,178.7110197999864,179.69453949999297,179.71120620000875,180.42835629999172,up,1,0.7278913999907672,None,0,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
99,0,99,up,1,0.7174298000172712,None,0,99,0,99,0,180.444310699997,,180.42877070000395,180.444310699997,181.44398270000238,181.44398270000238,182.1778472000151,up,1,0.7174298000172712,None,0,1,001,2025-09-10_10h24.06.634,signal_detection,,2025.1.1,59.884327416833855,2025-09-10 10h24.12.109122 +0530,
